,s_id,semester,average,class_pr,dept_pr,學院,科系,參加社團,系學會社團,學術型社團,康樂性社團,聯誼性社團,服務性社團,club_id,assistant_manager_flag,manager_flag
4050,68e6d65796f379c9b3f9ea6e6ac08a5f,1031,94.63,97.0,99.0,理學院,數學系,Y,N,N,Y,N,N,D004,N,N
4051,68e6d65796f379c9b3f9ea6e6ac08a5f,1032,95.19,97.0,98.0,理學院,數學系,Y,N,N,Y,N,N,D004,N,N
4052,68e6d65796f379c9b3f9ea6e6ac08a5f,1041,95.91,97.0,98.0,理學院,數學系,Y,N,N,Y,N,N,D004,N,N
4053,68e6d65796f379c9b3f9ea6e6ac08a5f,1042,89.17,89.0,93.0,理學院,數學系,Y,N,N,Y,N,N,D004,N,N
4054,68e6d65796f379c9b3f9ea6e6ac08a5f,1051,92.23,95.0,97.0,理學院,數學系,Y,N,N,Y,N,N,D004,N,N
4055,68e6d65796f379c9b3f9ea6e6ac08a5f,1052,89.73,89.0,92.0,理學院,數學系,Y,N,N,Y,N,N,D004,N,N
4056,690a528ad07b17f0fd1dc74a177307c7,1021,84.67,88.0,88.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4057,690a528ad07b17f0fd1dc74a177307c7,1022,79.48,68.0,68.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4058,690a528ad07b17f0fd1dc74a177307c7,1031,75.11,80.0,54.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4059,690a528ad07b17f0fd1dc74a177307c7,1032,76.24,73.0,50.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4060,690a528ad07b17f0fd1dc74a177307c7,1041,86.0,78.0,79.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4061,690a528ad07b17f0fd1dc74a177307c7,1042,79.29,74.0,53.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4062,690a528ad07b17f0fd1dc74a177307c7,1051,86.75,82.0,69.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4063,690a528ad07b17f0fd1dc74a177307c7,1052,88.67,88.0,84.0,地球科學學院,大氣科學學系,Y,Y,N,N,Y,N,C011,N,N
4064,6921e2d0fc40118e13060c5d20342c74,1021,78.57,65.0,65.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4065,6921e2d0fc40118e13060c5d20342c74,1022,75.61,52.0,52.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4066,6921e2d0fc40118e13060c5d20342c74,1031,72.19,33.0,33.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4067,6921e2d0fc40118e13060c5d20342c74,1032,71.4,40.0,40.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4068,6921e2d0fc40118e13060c5d20342c74,1041,73.42,37.0,37.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4069,6921e2d0fc40118e13060c5d20342c74,1042,72.82,41.0,41.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4070,6921e2d0fc40118e13060c5d20342c74,1051,76.6,42.0,42.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4071,6921e2d0fc40118e13060c5d20342c74,1052,42.2,7.0,7.0,理學院,化學學系,Y,Y,N,N,N,N,A013,N,N
4072,69282298e6af731870c0ab673476e556,1021,72.62,40.0,45.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4073,69282298e6af731870c0ab673476e556,1022,65.5,11.0,19.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4074,69282298e6af731870c0ab673476e556,1031,66.83,36.0,36.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4075,69282298e6af731870c0ab673476e556,1032,66.84,13.0,20.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4076,69282298e6af731870c0ab673476e556,1041,69.56,27.0,26.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4077,69282298e6af731870c0ab673476e556,1042,57.06,0.0,1.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4078,69282298e6af731870c0ab673476e556,1051,75.3,47.0,42.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4079,69282298e6af731870c0ab673476e556,1052,69.22,25.0,28.0,工學院,土木工程學系,Y,N,Y,N,N,N,E007,N,N
4080,6969bfa436e805c5dc0c9b9162fa9833,1021,72.48,28.0,28.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4081,6969bfa436e805c5dc0c9b9162fa9833,1022,69.69,25.0,25.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4082,6969bfa436e805c5dc0c9b9162fa9833,1031,66.76,22.0,22.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4083,6969bfa436e805c5dc0c9b9162fa9833,1032,66.65,19.0,19.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4084,6969bfa436e805c5dc0c9b9162fa9833,1041,67.7,12.0,12.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4085,6969bfa436e805c5dc0c9b9162fa9833,1042,66.35,8.0,8.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4086,6969bfa436e805c5dc0c9b9162fa9833,1051,75.4,33.0,33.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4087,6969bfa436e805c5dc0c9b9162fa9833,1052,61.25,13.0,13.0,資訊電機學院,通訊工程學系,Y,N,Y,N,Y,N,C027,N,N
4088,69b73eb53080c5503584ef2d2da6a83b,1021,82.72,81.0,87.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4089,69b73eb53080c5503584ef2d2da6a83b,1022,83.13,90.0,91.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4090,69b73eb53080c5503584ef2d2da6a83b,1031,91.94,92.0,94.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4091,69b73eb53080c5503584ef2d2da6a83b,1032,87.41,80.0,86.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4092,69b73eb53080c5503584ef2d2da6a83b,1041,89.11,61.0,73.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4093,69b73eb53080c5503584ef2d2da6a83b,1042,93.7,91.0,96.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4094,69b73eb53080c5503584ef2d2da6a83b,1051,87.64,85.0,87.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4095,69b73eb53080c5503584ef2d2da6a83b,1052,84.1,72.0,75.0,資訊電機學院,電機工程學系,Y,N,N,N,Y,N,C015,N,N
4096,69d6aa579f830fad7bbdd857b88882b0,1021,78.1,53.0,53.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4097,69d6aa579f830fad7bbdd857b88882b0,1022,80.1,67.0,67.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4098,69d6aa579f830fad7bbdd857b88882b0,1031,75.15,54.0,54.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4099,69d6aa579f830fad7bbdd857b88882b0,1032,78.11,70.0,70.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4100,69d6aa579f830fad7bbdd857b88882b0,1041,72.3,40.0,40.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4101,69d6aa579f830fad7bbdd857b88882b0,1042,81.04,58.0,58.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4102,69d6aa579f830fad7bbdd857b88882b0,1051,81.68,53.0,53.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4103,69d6aa579f830fad7bbdd857b88882b0,1052,89.6,87.0,87.0,理學院,物理學系,Y,Y,N,Y,N,N,D004,N,N
4104,69de406540cff4d722e8db4d0eb97773,1021,65.05,17.0,17.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4105,69de406540cff4d722e8db4d0eb97773,1022,57.84,10.0,10.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4106,69de406540cff4d722e8db4d0eb97773,1031,63.23,19.0,19.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4107,69de406540cff4d722e8db4d0eb97773,1032,62.89,26.0,26.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4108,69de406540cff4d722e8db4d0eb97773,1041,64.3,19.0,19.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4109,69de406540cff4d722e8db4d0eb97773,1042,72.5,24.0,24.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4110,69de406540cff4d722e8db4d0eb97773,1051,70.77,20.0,20.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4111,69de406540cff4d722e8db4d0eb97773,1052,74.32,34.0,34.0,理學院,物理學系,Y,Y,N,N,Y,N,A009,N,N
4112,69e670050c545daf8b23607d90902b8f,1021,78.04,73.0,74.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4113,69e670050c545daf8b23607d90902b8f,1022,73.17,52.0,53.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4114,69e670050c545daf8b23607d90902b8f,1031,68.79,25.0,31.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4115,69e670050c545daf8b23607d90902b8f,1032,72.88,34.0,35.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4116,69e670050c545daf8b23607d90902b8f,1041,75.64,13.0,22.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4117,69e670050c545daf8b23607d90902b8f,1042,78.96,23.0,31.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4118,69e670050c545daf8b23607d90902b8f,1051,81.88,50.0,58.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4119,69e670050c545daf8b23607d90902b8f,1052,80.5,54.0,55.0,資訊電機學院,電機工程學系,Y,Y,N,N,Y,N,A004,N,N
4120,69f79563a33b7f37fcf00b0492e0c664,1021,73.43,28.0,28.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4121,69f79563a33b7f37fcf00b0492e0c664,1022,75.67,43.0,43.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4122,69f79563a33b7f37fcf00b0492e0c664,1031,74.17,50.0,50.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4123,69f79563a33b7f37fcf00b0492e0c664,1032,73.06,52.0,52.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4124,69f79563a33b7f37fcf00b0492e0c664,1041,77.7,63.0,63.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4125,69f79563a33b7f37fcf00b0492e0c664,1042,73.11,41.0,41.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4126,69f79563a33b7f37fcf00b0492e0c664,1051,84.0,80.0,80.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4127,69f79563a33b7f37fcf00b0492e0c664,1052,84.3,62.0,62.0,工學院,化學工程與材料工程學系,Y,Y,N,N,N,N,A006,N,N
4128,6a0a97d50deba60f55c4758138a79f53,1021,76.9,60.0,64.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4129,6a0a97d50deba60f55c4758138a79f53,1022,80.05,82.0,82.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4130,6a0a97d50deba60f55c4758138a79f53,1031,75.85,71.0,69.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4131,6a0a97d50deba60f55c4758138a79f53,1032,76.0,42.0,54.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4132,6a0a97d50deba60f55c4758138a79f53,1041,76.84,61.0,66.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4133,6a0a97d50deba60f55c4758138a79f53,1042,83.9,80.0,82.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4134,6a0a97d50deba60f55c4758138a79f53,1051,82.92,73.0,76.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4135,6a0a97d50deba60f55c4758138a79f53,1052,81.27,69.0,74.0,工學院,土木工程學系,N,N,N,N,N,N,,,
4136,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1021,71.88,2.0,2.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4137,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1022,78.61,15.0,15.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4138,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1031,60.26,0.0,0.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4139,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1032,63.1,4.0,4.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4140,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1041,66.57,7.0,7.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4141,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1042,69.79,5.0,5.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4142,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1051,67.57,16.0,16.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4143,6a5b5b94aaf8a5dc2dbad0bc2e758e7d,1052,76.0,19.0,19.0,文學院,英美語文學系,Y,Y,N,Y,N,N,D014,N,N
4144,6a7bfa4dd61ae1187d4ac240a32821b0,1021,78.64,63.0,65.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4145,6a7bfa4dd61ae1187d4ac240a32821b0,1022,72.74,61.0,53.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4146,6a7bfa4dd61ae1187d4ac240a32821b0,1031,66.33,29.0,34.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4147,6a7bfa4dd61ae1187d4ac240a32821b0,1032,67.68,31.0,29.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4148,6a7bfa4dd61ae1187d4ac240a32821b0,1041,65.74,33.0,27.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4149,6a7bfa4dd61ae1187d4ac240a32821b0,1042,66.11,22.0,16.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4150,6a7bfa4dd61ae1187d4ac240a32821b0,1051,78.83,62.0,61.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4151,6a7bfa4dd61ae1187d4ac240a32821b0,1052,78.35,56.0,57.0,工學院,機械工程學系,Y,N,Y,Y,N,N,D005,N,N
4152,6a82f196491ee1b593f145b80168c9c4,1021,67.83,31.0,29.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4153,6a82f196491ee1b593f145b80168c9c4,1022,71.84,52.0,44.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4154,6a82f196491ee1b593f145b80168c9c4,1031,66.21,33.0,33.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4155,6a82f196491ee1b593f145b80168c9c4,1032,64.67,13.0,12.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4156,6a82f196491ee1b593f145b80168c9c4,1041,61.0,10.0,7.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4157,6a82f196491ee1b593f145b80168c9c4,1042,67.14,12.0,14.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4158,6a82f196491ee1b593f145b80168c9c4,1051,69.13,20.0,25.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4159,6a82f196491ee1b593f145b80168c9c4,1052,68.0,25.0,24.0,工學院,土木工程學系,Y,Y,N,N,Y,N,A007,N,N
4160,6a8443063f02efcadc2a8dece9c5c268,1021,54.43,8.0,4.0,理學院,數學系,N,N,N,N,N,N,,,
4161,6a8443063f02efcadc2a8dece9c5c268,1022,68.19,41.0,40.0,理學院,數學系,N,N,N,N,N,N,,,
4162,6a8443063f02efcadc2a8dece9c5c268,1031,61.79,59.0,43.0,理學院,數學系,N,N,N,N,N,N,,,
4163,6a8443063f02efcadc2a8dece9c5c268,1032,75.74,51.0,53.0,理學院,數學系,N,N,N,N,N,N,,,
4164,6a8443063f02efcadc2a8dece9c5c268,1041,73.04,62.0,61.0,理學院,數學系,N,N,N,N,N,N,,,
4165,6a8443063f02efcadc2a8dece9c5c268,1042,73.96,53.0,50.0,理學院,數學系,N,N,N,N,N,N,,,
4166,6a8443063f02efcadc2a8dece9c5c268,1051,87.29,85.0,83.0,理學院,數學系,N,N,N,N,N,N,,,
4167,6a8443063f02efcadc2a8dece9c5c268,1052,81.36,71.0,74.0,理學院,數學系,N,N,N,N,N,N,,,
4168,6ac1d81473113cd2fd0d0ff9fe00b27a,1021,72.0,25.0,24.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4169,6ac1d81473113cd2fd0d0ff9fe00b27a,1022,63.91,16.0,17.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4170,6ac1d81473113cd2fd0d0ff9fe00b27a,1031,69.04,38.0,30.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4171,6ac1d81473113cd2fd0d0ff9fe00b27a,1032,79.75,66.0,69.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4172,6ac1d81473113cd2fd0d0ff9fe00b27a,1041,79.22,54.0,61.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4173,6ac1d81473113cd2fd0d0ff9fe00b27a,1042,77.92,34.0,33.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4174,6ac1d81473113cd2fd0d0ff9fe00b27a,1051,82.73,41.0,42.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4175,6ac1d81473113cd2fd0d0ff9fe00b27a,1052,86.29,71.0,72.0,管理學院,資訊管理學系,Y,N,N,N,Y,N,C003,N,N
4176,6adf6af0ce3b6564bf11d9be6a69a8a0,1021,72.0,30.0,30.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4177,6adf6af0ce3b6564bf11d9be6a69a8a0,1022,68.64,29.0,29.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4178,6adf6af0ce3b6564bf11d9be6a69a8a0,1031,60.0,15.0,15.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4179,6adf6af0ce3b6564bf11d9be6a69a8a0,1032,77.89,67.0,67.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4180,6adf6af0ce3b6564bf11d9be6a69a8a0,1041,72.95,44.0,44.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4181,6adf6af0ce3b6564bf11d9be6a69a8a0,1042,77.53,36.0,36.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4182,6adf6af0ce3b6564bf11d9be6a69a8a0,1051,77.4,41.0,41.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4183,6adf6af0ce3b6564bf11d9be6a69a8a0,1052,69.27,21.0,21.0,理學院,物理學系,Y,Y,N,N,N,N,A009,N,N
4184,6b13dbfecbc5091b93e32341d66e4e68,1021,85.87,70.0,70.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4185,6b13dbfecbc5091b93e32341d66e4e68,1022,87.15,80.0,80.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4186,6b13dbfecbc5091b93e32341d66e4e68,1031,83.35,47.0,47.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4187,6b13dbfecbc5091b93e32341d66e4e68,1032,80.48,34.0,34.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4188,6b13dbfecbc5091b93e32341d66e4e68,1041,70.5,11.0,11.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4189,6b13dbfecbc5091b93e32341d66e4e68,1042,86.96,63.0,63.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4190,6b13dbfecbc5091b93e32341d66e4e68,1051,65.15,15.0,15.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4191,6b13dbfecbc5091b93e32341d66e4e68,1052,82.91,37.0,37.0,文學院,英美語文學系,N,N,N,N,N,N,,,
4192,6b4f3ee147e214958249b224f4a1ab89,1021,60.96,6.0,6.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4193,6b4f3ee147e214958249b224f4a1ab89,1022,52.84,6.0,6.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4194,6b4f3ee147e214958249b224f4a1ab89,1031,72.94,46.0,46.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4195,6b4f3ee147e214958249b224f4a1ab89,1032,58.4,19.0,19.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4196,6b4f3ee147e214958249b224f4a1ab89,1041,71.16,37.0,37.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4197,6b4f3ee147e214958249b224f4a1ab89,1042,79.67,54.0,54.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4198,6b4f3ee147e214958249b224f4a1ab89,1051,74.92,30.0,30.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4199,6b4f3ee147e214958249b224f4a1ab89,1052,82.78,56.0,56.0,理學院,物理學系,Y,Y,N,Y,N,N,A009,N,N
4200,6b7c2babcb8c1f0d7291645082cab784,1021,85.38,59.0,59.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4201,6b7c2babcb8c1f0d7291645082cab784,1022,86.83,82.0,82.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4202,6b7c2babcb8c1f0d7291645082cab784,1031,84.11,32.0,32.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4203,6b7c2babcb8c1f0d7291645082cab784,1032,82.1,47.0,47.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4204,6b7c2babcb8c1f0d7291645082cab784,1041,85.57,67.0,67.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4205,6b7c2babcb8c1f0d7291645082cab784,1042,87.06,79.0,79.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4206,6b7c2babcb8c1f0d7291645082cab784,1051,87.14,56.0,56.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4207,6b7c2babcb8c1f0d7291645082cab784,1052,88.0,50.0,50.0,客家學院,客家語文暨社會科學學系,Y,Y,N,Y,N,N,A022,Y,N
4208,6b888a41ee55826e3bfc64b3219089fc,1021,78.95,71.0,67.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4209,6b888a41ee55826e3bfc64b3219089fc,1022,79.76,72.0,80.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4210,6b888a41ee55826e3bfc64b3219089fc,1031,89.9,98.0,98.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4211,6b888a41ee55826e3bfc64b3219089fc,1032,89.5,94.0,94.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4212,6b888a41ee55826e3bfc64b3219089fc,1041,82.26,83.0,87.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4213,6b888a41ee55826e3bfc64b3219089fc,1042,87.69,93.0,96.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4214,6b888a41ee55826e3bfc64b3219089fc,1051,86.94,89.0,90.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4215,6b888a41ee55826e3bfc64b3219089fc,1052,84.67,76.0,85.0,工學院,機械工程學系,Y,N,N,N,Y,N,C011,N,N
4216,6bd58714d42dacf5db0d92be23cd9b15,1021,91.57,98.0,98.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4217,6bd58714d42dacf5db0d92be23cd9b15,1022,91.86,98.0,98.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4218,6bd58714d42dacf5db0d92be23cd9b15,1031,89.5,97.0,97.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4219,6bd58714d42dacf5db0d92be23cd9b15,1032,88.29,83.0,83.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4220,6bd58714d42dacf5db0d92be23cd9b15,1041,89.19,90.0,90.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4221,6bd58714d42dacf5db0d92be23cd9b15,1042,96.67,95.0,95.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4222,6bd58714d42dacf5db0d92be23cd9b15,1051,88.4,90.0,90.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4223,6bd58714d42dacf5db0d92be23cd9b15,1052,86.8,76.0,76.0,管理學院,財務金融學系,Y,Y,N,N,N,Y,A017,N,N
4224,6bdb152a3de134e3efd5a40691ae82c8,1021,81.86,84.0,84.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4225,6bdb152a3de134e3efd5a40691ae82c8,1022,79.9,73.0,73.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4226,6bdb152a3de134e3efd5a40691ae82c8,1031,82.19,79.0,79.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4227,6bdb152a3de134e3efd5a40691ae82c8,1032,85.4,88.0,88.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4228,6bdb152a3de134e3efd5a40691ae82c8,1041,82.5,75.0,75.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4229,6bdb152a3de134e3efd5a40691ae82c8,1042,78.63,65.0,65.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4230,6bdb152a3de134e3efd5a40691ae82c8,1051,83.33,75.0,75.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4231,6bdb152a3de134e3efd5a40691ae82c8,1052,82.0,55.0,55.0,工學院,化學工程與材料工程學系,Y,Y,N,Y,N,N,A006,N,N
4232,6beedb744b05013de36fba7dd027b3af,1021,78.12,46.0,46.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
4233,6beedb744b05013de36fba7dd027b3af,1022,81.17,73.0,73.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
4234,6beedb744b05013de36fba7dd027b3af,1031,87.57,89.0,89.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
4235,6beedb744b05013de36fba7dd027b3af,1032,90.95,93.0,93.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
4236,6beedb744b05013de36fba7dd027b3af,1041,95.55,98.0,98.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
4237,6beedb744b05013de36fba7dd027b3af,1042,92.83,96.0,96.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
4238,6beedb744b05013de36fba7dd027b3af,1051,93.22,95.0,95.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
4239,6beedb744b05013de36fba7dd027b3af,1052,85.5,71.0,71.0,地球科學學院,地球科學學系,N,N,N,N,N,N,,,
